msg,label
"Hi, folks out there !

I don't know whether I am in the right newsgroup, but I have a question.

If I am completely wrong here in this group, could you mail me the right name  
of the correct newsgroup ?

A friend of mine is studying electronics at the Technical University in  
Karlsruhe/Germany since one year.

He wants to know whether there are possibilities to study audio control  
engineering in the U.S.A. .

Does anybody know how to get information about these studies in the U.S.A. ?
Could you send me information like (e-mail)adresses of the universities,  
""quality"" of these studies, and so on ?

Is it possible to e-mail the universities directly to get information ?

Do the universities send information via e-mail ?

Please could you answer via e-mail, because I don't read this newsgroup  
regularly.


Thanks in advance.

Stephan Jaeger",alt.atheism
"My brother purchased baseball tickets for Texas Rangers vs Toronto
Bluejays in July, but he was unable to get vacation days to get there. 

Is anyone interested in purchasing the following:

Arlington Stadium
Arlington,Texas, Texas Rangers vs. Toronto Bluejays

Thursday, July 22                              Friday, July 23
4 tickets, section 103                         ""Helmet Night""
$14 each                                       4 tickets, section 305
                                               $14 each

If you want them all, the total is $112.00

Please contact me over e-mail, or directly to my brother:

Randy Hollister
19 Rosemont Lane
Streator, IL 61364
815/672-5265

My brother would be eternally grateful for someone to purchase these tickets!

Thank you!",talk.politics.misc
"
I can only say that those people are wrong. The word harass means to 
irritate or torment persistently; I'd hardly consider one time to fall
under the definition of persistent.  Additionally, there is no basis
to assume the behaviour is unwanted, unlike an illegal proposition.

I was speaking from a legalistic viewpoint.  What you say is true, but
the law, in order to make what little sense it manages to make, has to
make *some* assumptions.  Assuming that an illegal activity is unwanted
by the average citizen I think is reasonable.  Certainly, I would need
a preponderance of evidence on the side of the propositioner that there
was a reasonable belief that the proposition was welcome.

The number of people who participate in ""victimless"" crimes notwithstanding,
the fact reamins that under the law, the activity is illegal.  To presume
that the proposition *is* welcome simply because a large number of people
indulge in it is the type of sophistry only a lawyer could indulge in
with a straight face.
--------------------------------------------------------------------------
...Dale Cook    ""Any town having more churches than bars has a serious
                   social problem."" ---Edward Abbey
The opinions are mine only (i.e., they are NOT my employer's)",rec.sport.baseball
"
It seems to deter those who are executed from future criminal activity.


Why don't you compare the rates at which blacks and whites commit crimes?
Blacks commit crimes disproportionately, so in a perfectly fair penal
system, blacks would be disproportionately represented.

(Note: black vs. white crime rates is not a racial thing.  It's probably
an economic thing: poor people are more likely to commit crimes, and blacks
are more likely to be poor.  The way to reduce the proportion of minorities
in prison is to increase the wealth of minorities.)",rec.sport.baseball
"Has David Wells landed with a team yet?  I'd think the Tigers with their 
anemic pitching would grab this guy pronto!",talk.politics.misc
"
Oh dear, time for me to try to remember my chemistry.  Let's see if I
can find the formulae somewhere in the dim recesses of my mind.
<sounds of gears>  <fumes of overheated oil>  <unmistakable stench of
the Nasal Chromatograph>   Ha!  I knew there was a double bond!  Now
how shall I show that in ASCII? 

          MEK:                                 Acetone:

          C - C - C - C                        C - C - C
              #                                    #
              O                                    O

The hydrogens are not shown, and # represents double bond.  MEK has a
methyl (CH3) on one side, and an ethyl (C2H5) on the other.  Acetone
has two methyls.  So acetone is not methyl ethyl ketone, but instead
is dimethyl ketone.  Both solvents have similar properties.  I think
that MEK may be a little less flammable but a lot worse to breathe.
It's a lot harder to buy MEK than it once was.  Use acetone.

Nail polish remover consists almost entirely of acetone.  If you buy
some for your workshop, get the very cheapest, because the more
expensive kind has oils and perfumes that you don't need.",alt.atheism
"
Why?  He, Reno, and the FBI got what they wanted -- a reminder of
who is the boss in America -- the thugs who work for the government.",rec.sport.baseball
"Can you help me to understand how a CardPhone operates and 
how the values are stored on the phonecard..",alt.atheism
"
Why not? Horner played 130 games in 1985 and hit 27 HR.
Murphy played 162 and hit 37.
In 1986 Horner hit 27 in 141 games and Murphy hit 29 in 160 games.
(and the Braves lost 96 and 89 games).",talk.politics.misc
,comp.sys.mac.hardware
"The Selective Service Registration should be abolished.  To start with, the
draft is immoral.  Whether you agree with that or not, we don't have one now,
and military experts agree that the quality of the armed forces is superior
with a volunteer army than with draftees.  Finally, the government has us
on many lists in many computers (the IRS, Social Security Admistration and
Motor Vehicle Registries to name a few) and it can find us if it needs to.
Maintaining yet another list of people is an utter waste of money and time.
Let's axe this whole department, and reduce the deficit a little bit.
",rec.sport.baseball
"1)  Output offset:  Obtain the service manual for the oscilloscope
and adjust the internal output offset contorl.  There is virtual
certainty that there is an internal ajustment for the offset
control's zero detent position.

2)  Verify that the function generator is properly loaded.  Many
generators expect you to supply a 50 ohm load.  Go to a hamfest
flea market and scrounge around for a pass-through 50 ohm
terminator that has a male and female BNC (or whatever) connector
on it.  The calibrator on my Tektronix scope is designed to put out
.4v into a 1 meg load, but .1 volt into a 50 ohm load.  You may
also find that loading the output of the function generator also
reduces the harmonic distortion.

Build an attenuator.  You don't have to use (and I wouldn't want to
use) the input impedance of the device under test as part of the
voltage divider to drop the input test voltage.  Consider this:

------10K--------+---------? ohm ----
                 |
Gen            50 ohm            D.U.T.
(loaded)         |
-----------------+-------------------

Think about the ratio of 50/10K and then think about the accuracy
to which you can read voltages on your oscilloscope.  You can
virtually discount the loading of the D.U.T.  Also you have the
millivolt test generator you want.

Good luck,

",alt.atheism
"
I've seen them in surplus stores.  All they are are fluorescent bulbs 
without the phosphor, and a UV transparent bulb (special glass).  I've
also seen incandescent versions that you screw into an ordinary 120VAC
socket, probably not what you want.


As far as I know, near UV (as opposed to far-UV) is longwave UV (near
the visible spectrum).  Longwave UV is safer as far as accidental (I hope)
exposure to the eyes.  As far as fluorescent minerals go (the reason a
friend has a UV lamp), some only respond to only one of short or long UV.

Hope this helps.

Dave.



 ---------------------------------------------------------------------- ",alt.atheism
"
	Viola has only played in the NL with the Mets -- not possible for him
to have defeated or lost to every team.  Ditto for Tanana who was mentioned
in a previous post.


	I don't remember if Seaver managed to get a win against the White Sox
in his brief sojourn with Boston so I'd say the other pitcher to defeat every
team is either Mike Torrez (he bounced around enough for a long enough period
of time) or Koosman as mentioned.  I would also guess that if one of these
two did not manage to beat every team he did manage to lose to every team.

Tom
",talk.politics.misc
"
In the part of the posting you have so helpfully deleted, I 
pointed out that they used the wording from the English Bill of
Rights apparently *changing* what they understood by it, and I
asked why then should we, two hundred years later, be bound by
what Keith Allan Schneider *thinks* they understood by it.


So one cannot say ""a cruel fate""?

Your prevarications are getting increasingly unconvincing, I think.",sci.electronics
"

** I am considering either an inkjet or bubble jet printer. I've seen
   inkjet printers and I was impressed with the near lazer quality.

   I have heard a lot of bad things about the cheaper bubble-jet printers.
   Does the ink smudge very easily and take a long time to dry ?

   Thanks.


   ",alt.atheism
"
	You misunderstand.  I'm not trying to prove a *cause* for anything. 
Merely pointing out that Ted's assertion that the ""blip"" in revenues was
""caused"" by selling to avoid the tax can't be proven.


	Not disputed.


	It works for any situation.  If you believe the market is going up,
don't sell.

	If believe it's not, sell.  But then you'd be selling anyways, wouldn't
you?

	So where is the evidence that a large number of people suddenly decided
that the higher taxes meant they should sell before the year was out?

	There isn't any.

	Ted's saying that the increase over the previous year is ""proof"" of
that proposition, but I'm saying you can't know that the trend of increasing
capital gains revenues wouldn't account for a lot of that increase.
	1986 was the height of the housing boom, remember.  People were
""trading up"" like mad.


	Indeed.",rec.sport.baseball
"
Wetteland comes off the DL on April 23rd, and will be evaluated on the 24th.
He is throwing well, and without pain on the side.

DeShields is not on the DL.  He suffered from the chicken pox and lost
(this is the official total) 12 pounds.  He will be back, hopefully,
next week.

Walker will be back this tonight or tomorrow...",talk.politics.misc
"
Yes.  But this is *irrelevant*.  You're talking about averages, when we
have lots of information about THIS PLAYER IN PARTICULAR to base our
decisions on.

I might as well say ""We know that very, very few people are more than 7 feet
tall, so chances are that Manute Bol is really only 6 foot 4.""


Why isn't Lopez likely to hit that well?  He hit that well last year (after
adjusting his stats for park and league and such); he hit better (on an
absolute scale) than Olson or Berryhill did.  By a lot.

As for rushing...  If there really is a qualitative difference between the
minors and the majors that requires a period of adjustment (and I don't
believe there is), then wouldn't you rather waste Lopez's 22-year old good
season than his 23-year old very good season or his 24-year-old excellent
season?  The sooner you get him acclimated, the more of his prime you get to
use.


The point was not that 17 AB is a significant sample, but rather that he
hadn't done anything in spring training to cause even a blockhead manager
to question whether his minor league numbers were for real, or to send him
down ""until he gets warmed up"".


Most players are *never* ready for the bigs.  What does this have to do
with Javy Lopez?


See above.  


But I could apply the same reasoning to Frank Thomas or Barry Bonds.  Most
players aren't that good, so they probably won't be that good this year
either.


And demonstrated inabilities to hit their way out of a soap bubble.


Not superstars, not stars, not even good players.  Maybe average, if we're
being charitable.


Ummm.  Justice is a very fine hitter.  Pendleton might have another big year
in his bat, but he might also spend the season in Hamstring Hell.  Gant is a
big question mark.  The Bream/Hunter platoon is decent (not excellent) and
has rotten OBP or SLG (depending on who's in).  Blauser is a very valuable
bat... for a shortstop.



Wanna bet?  The difference between Lopez's bat and Olson/Berryhill could be
20 or 30 runs over the course of the season.  Given a choice between a player
with experience and a player who can play, I'll take the latter every time.


Just like Keith Mitchell did?


That was me, and you so far your only counter-proposal is that they
really don't understand how good Lopez is, or overvalue experience,
or some combination of the two.  I think my interpretation was more
flattering to the organization.


[Well-argued but inflammatory reply deleted.]

",talk.politics.misc
"
Gregg, I'm really sorry if having it pointed out that in practice
things aren't quite the wonderful utopia you folks seem to claim
them to be upsets you, but exactly who is being childish here is 
open to question.

BBCI was an example of an Islamically owned and operated bank -
what will someone bet me they weren't ""real"" Islamic owners and
operators? - and yet it actually turned out to be a long-running
and quite ruthless operation to steal money from small and often
quite naive depositors.

And why did these naive depositors put their life savings into
BCCI rather than the nasty interest-motivated western bank down
the street?   Could it be that they believed an Islamically owned 
and operated bank couldn't possibly cheat them? 

So please don't try to con us into thinking that it will all 
work out right next time.",sci.electronics
"I am running System 7.1 on a Centris 610. I have not been able to setup my
printer yet because when I open Chooser, I get a blank screen. I do have all
kinds of print drivers but none shows up. I even do not get a port iconn
either. It is just one big BLANK screen.

Your help is very appreciated. 
BTW I did rebuild the desktop but that did not help either.",comp.sys.mac.hardware
"Do we know yet who will be holding the hearings? And, if so, do
we know who is on the committee of question askers? I'm sure
many of us have potential questions we'd like to send to them.",rec.sport.baseball
"
No.  I recently bought an LC II with a 14"" monitor.  The monitor comes with
the type of power cable that plugs into the switched outlet on the back of
most larger Macs.  Since the LC II doesn't have one of these outlets, there
was an extra standard power cable included with the computer for use with
the monitor.  But it was in the computer box, not the monitor box.  It's
not as if the cables are particularly expensive, though.  $10-$15 at the
most.

",comp.sys.mac.hardware
"I have 2 OMTI 3527 SCSI adapters for sale.  These make an ST-506 RLL drive
look like a SCSI disk drive.  Each adapter will support two RLL drives.  I
have used this model OMTI adapter with my Amiga A500 and a C-Ltd SCSI host
adapter without problems. I'm selling these because I got them about the
same time I decided to sell instead of expand my Amiga so I have never even
used them.  I can't guarantee they will work with every SCSI host adapter.

They are essentially new in box. I paid $150/ea, make me an offer.",alt.atheism
"Can someone send me ticket ordering information for the
following teams:  Baltimore, Philadelphia and Boston.

Also, if you have a home schedule available - can you tell me the dates
for all home games between July26-Aug6 and between Aug30-Sept10 and if
any of these games are promotion nights or special discount nights?

Thanks !!!  Ron

PS: and also who the opponents are for these games :-)

Do NOT reply to this account,
please reply to:  ronc@vnet.ibm.com",talk.politics.misc
"

The cads! The fact that this is precisely what the US was up to of
course is not mentioned. It is a fact that Regan and Bush sold arms
to Iran, it is also a fact that they supported and armed Iraq.

Still this is state dept propaganda so none too surprizing.


In the case of Lybia there is the problem that the US only decided
that Gadffii ordered the bombing after it needed to make peace with
damascus during the gulf war. One day the US is certain that its Syria,
the next Lybia. For a strange reason the US will not provide evidence to
Lybian courts for extradition proceedings. Faced with similar demands the
USA would reject them as would any other country.



The word is ""terrorism"".


The problem is that after the behaviour of George Bush the USA has an
image abroad as doing precisely what it likes and is in its own interests
then comming out with a Dysney scripted sugary justification repeating a
fitting combination of the words ""freedom"" ""dignity"" ""democaracy"" or
of ""terrorism"" ""dictatorship"" etc as appropriate.

The USA could go quite far to mend the bridges with  Iran. The people there are
rather pissed off because the USA first supported the Shah who they
loathed and then supported Saddam when he mounted an unprovoked attack. 
Hardly surprizing after the embassy hostage crisis but Iran is meant to be
the country run by unreasonable bigots not the USA so if there is to be
movement it would be easier for the USA to move.

First off they could recognise Iraqu's responsibility in initiating the
Iran/Iraq war. Providing technical assistance to Iran to get it's oil
production back up to capacity would also be a smart move, at the moment 
Iran is above it's OPEC ceiling. If they had extra capacity they would
use it and bring down the oild price further which is in our interests.

The Iranian clerics would have an interest in seeking a raprochment 
simply because a permanent war footing is debilitating. They also need
western technology. 
",rec.sport.baseball
"

But, you wouldn't know what red *was*, and you certainly couldn't judge
it subjectively.  And, objectivity is not applicable, since you are wanting
to discuss the merits of red.",sci.electronics
"[argument over ""reasonable"" players and umpires deleted]



Yes, but the baseball rules say you can only appeal a ball and not a
strike. There was no decision made by the umpire regarding an appeal.
Once he called it a strike the call could not be changed.  

I thought that the umpire did the right thing.

",talk.politics.misc
"What is the real story here? Can I hook up any PC SVGA Montitor to the
Centris internal video? Do I need to make my own cable if it doesn't not
come with one? Has apple released a Tech note with the pinouts for doing
such? The reasoj I ask is that it seems the prices for SVGA are lower than
that of their mac counterparts...
--mike

**************************

    having been discusse essentially adnausium the answer is yes.  at
least for the 600x400 configuration.  you can get an adaptor called Mac
VGA -Q from James engineering (510) 525 7350 and this will let you
display 600x400 and 800x600 if the monitor is capable.  I think the
800x600 requires 56Khz horizontal sync.  I use this on my sony 1604. 
(gives a slightly wider screen than the 832x624 adaptor.",comp.sys.mac.hardware
"

Oh, you foolish person.  I do know what the fuck I'm talking about
and will gladly demonstrate for such ignorants as yourself if you
wish.

The legalization of drugs will provide few if any of the benefits
so highly taunted by its proponents:  safer, cheaper drugs along
with revenues from taxes on those drugs; reduced crime and reduced
organized crime specifically; etc, etc

If you would like to prove how clueless you are, we can get into
why - again a lot of wasted posts that I don't think this group
was intended for and something easily solved by you doing a little
research.





Making you look bad is too damn easy.  The vast social and historical
differences between alcohol and other drugs make this comparison
worthless.





And so it shall be if the government (by the people) decides that
these vices are detrimental to the society as a whole.


",rec.sport.baseball
"
	The subject line says it all. What is the rule that qualifies
a pitcher as making a save?

",talk.politics.misc
"
My impression -- it's not an area I've played with much -- is that the
much-beloved NE567 is basically obsolete.  If you want to detect a 1kHz
tone, set a switched-capacitor filter chip to that frequency, feed your
input to it, and see if anything comes out the other end.  The NE567 was
what you used when good clean bandpass filters were hard to do; nowadays
they're easy, and the results are better.",alt.atheism
"
Well here's how I prepared.  I got one of those big beach
umbrellas, some of those gel-pack ice things, a big Coleman cooler
which I've loaded up with Miller Draft (so I like Miller Draft,
so sue me), a new pair of New Balance sneakers, a Sony
Watchman, and a couple of cartons of BonTon Cheddar Cheese
Popcorn.

I haven't decided what to wear yet.  What does one wear to an
eternal damnation?",sci.electronics
"





How is that possible?  He was on the Albuquerque Leftturns last year.
How could you possibly know what team he would be on if Manny Lee was
on his team last year.  After all, Manny Lee wasn't on his team last year,
so it's complete, unfounded speculation to state that if he was on the
same team as Manny Lee last year, it would have been the team of the
Toronto Blue Jays.  Since he and Lee weren't on the same team, you
cannot possibly objectively state what team they would have been on
if they had both been on the same team.",talk.politics.misc
": > From: elf@halcyon.com (Elf Sternberg) 
:      Bzzzzt.  THANK you for playing, but obviously you are not reading the 
:   material as it is presented.  According to the report I've got in my 
:   hands, the Newsweek article (which reported that ""2 to 3 percent"" of the 
:   population is gay) used the criteria of ""No heterosexual contact in the 
:   past year.""  But at the same time, the University of Denver study points 
:   out, quite dramatically, that 60% of all self-identifying gay men have 
: > had some form of heterosexual contact in the past year. 
: 
: I think the big mistake in that study must be that if one had had no sexual 
: contact of any kind in the previous year, they are counted as heterosexual.
: Even if they didn't intend it that way, that's how the figures are being used.

Could someone please post some date such as what questonnares where used
and how they were distributed and returned.

--",rec.sport.baseball
" 
]The ""corrupted over and over"" theory is pretty weak.  Comparison of the
]current hebrew text with old versions and translations shows that the text
]has in fact changed very little over a space of some two millennia.  This
]shouldn't be all that suprising; people who believe in a text in this manner
]are likely to makes some pains to make good copies.
 
Tell it to King James, mate.
 
]C. Wingate        + ""The peace of God, it is no peace,
]                  +    but strife closed in the sod.
]mangoe@cs.umd.edu +  Yet, brothers, pray for but one thing:
]tove!mangoe       +    the marv'lous peace of God.""
 ",sci.electronics
"

Watch the videotape carefully, the CNN coverage was fairly decisive.

The first fire starts in the Tower, this is three storeys high and there
is a flag to the right of it on the picture. The second fire starts 
in another tower which is similar to the first only two storeys high.
The flag is on the left in the camera picture that shows this fire
starting.

Thus the camera pictures cleraly show the fire starting at two separate
locations. The FBI report a third. I was not able to verify it from the
videotape however someone else identified a fire shown to be starting behind
the small tower in the second (flag on left) camera angle.


The flames coming out of the building are yellow/orange. This is the
normal colour for carbon compounds burning. The flames were those of a 
solid or confined liquid burning, not of a gas exploding. 


The explosion that occurs mid way along the building is certainly not an
explosive though. The cloud itself is on fire. This would seem to
be most likely to be some sort of fuel oil store exploding rather than
the explosion of a magazine.



Depends entirely on how they were distributed. You would not be able
to identify ammunition rounds going off from video camera coverage
from a mile away. If and when the FBI release pictures from cmeras
on the armoured vehicles (which presumably exist) it might be possible to 
get a clearer picture. 

If anyone expects to see explosions hollywood style aka Rambo movies then
remember that in real life cars do not burst into flames when going over cliffs.

Just about the most you could expect would be to see the grenades
going off. Since the building was designed to be blast proof to some
extent it would be difficult to distinguish the grenades going off from
the collapse of the building due to the fire.



Paranoia.


You wouldn't beleive the FBI if they showed you a picture of Koresh himself
setting light to the place. Your mindset is such that you are simply
unable to accept as true anything that might suggest that a group of
heavily armed weapons fanatics might indeed be in the wrong.

The gun lobby can't accept that the B-D set light to the place because
that would mean that Koreh had murdered 17 children, that would mean that
their taking his account of the murder of 4 BATF agents would be even
less credible than it was to start with.

Koresh had 51 days to come out with his hands up and face a fair trial. 
Instead he ordered the murder of everyone in the place.
",rec.sport.baseball
"
 It's made by Rohm. (as is all BAxxx parts). Call 714-855-2131 and ask if
 you can get a sample (it's only like a $2 part).


",alt.atheism
"The fact that Reno is actually taking responsibility (gee--that's a new
one for a politician) is a new thing for a member of Clinton's administration.
I actually respect her for having a backbone ( I never thought I'd say
that about someone from that bunch).

The way I understand what happened is that she discussed with Clinton
what was being planned for Waco.  Clinton didn't say no, so gave de
facto approval for the operation.  Things got messed up, and a lot of
people died horrible deaths.  (if I am incorrect about this, please 
feel free to correct it.  This is just what I've been able to pick 
up.)

I've just got a couple of questions about this whole thing.
(1)  Why did the government feel they needed to assault that compound?
(2)  Why didn't they try to flush them out in the first week of
     this fiasco instead of waiting 50 days.
(3)  Janet Reno jumped up to take responsibilty to take heat away
     from the President.  Does this sound anything like what a couple
     of Reagan's aides did?",rec.sport.baseball
"I have an SE/30 with a 80 meg HD which dates back to April 1989.  When I
originally purchased it, I experienced the failure to boot problem.  This
was fixed soon after by a ROM upgrade on the hard drive.

Lately a similar problem has been occuring.  When the computer is
powered on the HD light flashes a few times and then I am given
the ""no disk to boot from"" icon.  However, upon turing the
computer off and on again the drive ALWAYS boots up just fine.  
Furthermore, if instead of turning the power on and off I press the reboot 
button the same problem occurs.  But, as I said, turning the power
off and on always works.

This problem is different from the 1989 boot problem in that before
it often required several power off and ons to get it to boot.

Does anybody have any suggestions as to what the problem is or how
it can be fixed?

I'm wondering if it's getting old and requires more time to 
""come up to speed"" now.  Is there a PRAM or SCSI setting that
allows me to tell the computer to wait a little longer before 
trying to access the HD?

Thanks!
",comp.sys.mac.hardware
,alt.atheism
"This (frayed) thread has turned into a patented alt.atheism 5-on-1
ping-pong game, and I don't have any strong disagreement, so I'll try
to stick to the one thing I don't quite follow about the argument:

It seems to me that there is a contradiction in arguing that the Bible
was ""enlightened for its times"" (i.e. closer to what we would consider
morally good based on our standards and past experience) on the one
hand [I hope this summarizes this argument adequately], and on the
other hand:


}|> }Disclaimer:  I'm speaking from the Jewish perspective,
}|> }where ""the Bible"" means what many call the Old Testament,
}|> }and where the interpretation is not necessarily the
}|> }raw text, but instead the court cases, commentaries
}|> }and traditions passed down through Jewish communities.
}|> 
}|> This seems the crux to me: if you judge the Bible according to a long
}|> line of traditions and interpretations coming down to the current day,
}|> rather than on its own merits as a cultural artifact, then of course
}|> it will correspond more closely with more contemporary values.
}
}But if that's how the Bible is actually being used today,
}shouldn't that be how we should judge it?  If most people
}use scissors to cut paper, shouldn't Consumer's Reports
}test scissors for paper-cutting ability, even though
}scissors may have been designed originally to cut cloth?

That's possibly a good way to judge the use of the Bible in teaching
Jewish morality today, but it hardly seems fair to claim that this
highly-interpreted version is what was ""enlightened for its times"".
To (attempt to) extend the analogy, this is like saying that the
original scissor-makers were unusually advanced at paper-cutting for
their times, even though they only ever cut cloth, and had never even
heard of paper.

I'm not arguing that the Bible is ""disgusting"", though some of the
history depicted in it is, by modern standards.  However, history is
full of similar abuses, and I don't think the Biblical accounts are
worse than their contemporaries--or possibly ours.  On the other hand,
I don't know of any reason to think the history described in the Bible
shows *less* abuse than their contemporaries, or ours.  That complex
and benign moral traditions have evolved based on particular mythic
interpretations of that history is interesting, but I still don't
think it fair to take that long tradition of interpretation and use it
to attack condemnation of the original history.",sci.electronics
"My monitor display has a bad case of the wigglies. I have a good ground. I
live in an old house and I have replaced much of the wiring. I have two
EMI filters on the computer, the monitor plugs into the computer. When
fluorescent lights are on upstairs, the display jiggles, when motors run
in the house, the display jiggles, when incandescent lights are on in the
kitchen the display jiggles.  I could bring a separate line from the
breaker box, and use it only for the computer, would this do it? EMI
doesn't only travel the 110 volt line though. Should I shield the back of
the monitor? Ground a grid or plate? 
Your expertise is appreciated. Thanks very much!  Ed Byrnes",alt.atheism
"I'm thinking about upgrading my 030 50MHz to the 040 33version.  Has anyone
had any experience with the accelerator, and if so - what do you think?
Any problems, what are the speedometer results?, is it much faster than
the 50MHz?  Basically, I'd appreciate hearing all about this product.  Please
respond via email, and I'll summarize if there's a big response.  thanks
in advance, Andrew
",comp.sys.mac.hardware
"We were told that the resolution on the 5FGe could only go to 1024x768.

And that the 5 FG could go to 1152x870.

Has anybody tried running these higher resolutions??

Somewhere I thought I read that the 1152x870 on a 17"" monitor may make the
type too small to read.

Any help would be appreciated.
Steve
",comp.sys.mac.hardware
"

Here in Georgia, the state legislature in 1992 ""accidentally passed a law 
lobbied for by Opthamologists prohibiting anyone but a licensed MD from
giving shots. They were trying to limit Optometrists from competing with
them.
They inadvertantly forbade nurses, EMTs, dentists, and tattoo artists 
from ""piercing the skin."" (probably diabetics too). The Secretary of State's 
office announced on June 30th that they wouldn't enforce it pending
reconsideration in the 1003 Legislature. In the hassle over the state flag
I heard nothing about repealing it.
",rec.sport.baseball
"## Don't forget that 25% had 20 or more partners....
#
#Not surprising.  Remember, that study includes homosexuals as well.

Err, earth to Clayton, you posted this to show that 2% were
homosexual. So if we assume EVERY homosexual was promiscious, that
leads us to conclude that 23 percent of heterosexuals are promiscious.
And that first assumtion is a bad one.

Clayton, it *IS* suprising from the claims you are making.
",rec.sport.baseball
"While I enjoy the trend towards the more classic style of uniform - 
and I disagree with the person who wants a return to the non-gray road 
uniforms - it should be remembered that one of the, if not THE reason 
for the redesigning of uniforms, especially hats (re: the new road all 
green A's caps and the cardinal navy blue road cap), is the marketing 
money to be made in sales of new merchandise. ",talk.politics.misc
"{Sorry, Harel et al, but our doctors and most hospitals are still
private in Canada as well as in much of Western Europe.}


Wrong.  In better EC countries that use pure (but public) health
insurance (like we use in Canada) rather than self-enclosed HMO-like
socialized medicine, 30% of our costs comes from private supplementary
insurance and/or copayments.  France Magazine's Summer 1992 edition
has a fantastic presentation of their basic insurance coverage,
including a sample chart of copayment percentages.  For 1-30 days,
you're covered for 80% of the public hospital rate, 100% afterward.
With extra private insurance, you can get into a private hospital and
be covered for any differences beyond the public hospital rate.  The
public insurance covers 100% beyond 30 days, or the same cash amount
for a private hospital and the difference is paid out-of-pocket or
according to your supplementary private insurance.  Over 2/3rds of
French have some form of extra private insurance.  So, 30% of health
costs in Europe are out of private funds and not gleaned from other
taxes.  The GDP figures are combined public and private expenditures
for total outlay using the same methods that yield the 13-14% figure
for the U.S.

That the French had deductibles and copayments in their insurance fund
is to their credit ... I am in the minority for advocating such back
in Canada (to make the Canadian insurance look more like real health
insurance -- which actually it is).  The new Reform Party, a breakoff
of traditionalists from the Conservatives with a mildly ""libertarian""
faction, hold our public health insurance as an untouchable but that
just a few people have to be reminded that it's not free (the average
Canadian/European is more fiscally naive than their American
counterparts on issues like these).

I'm one of the few people who favour copayments (forget about
leftists, even our conservatives attack me for it on the Canadian
newsgroups) to make it look more like real insurance, 'cos the 100%
insurance payment is hidden (unlike in France) and if you didn't know
it, you'd believe it actually is socialized medicine (American
conservatives/libertarians and Canadian leftists are the only ones who
seriously call it that).  Canadians aren't worried about the
Americans, who spend 14%; we're worried about the French and Germans
who spend 7% to our 9% ... so the insurance is looking at things that
shouldn't be paid for out of general funds like physicals for
insurance policies, sick notes, electrolysis, etc.  The reason that
the Canadian health insurance hasn't spiralled out of control despite
being open and universal is that unlike Americans, there is no urge to
spend all of your benefits' worth, and more if you can ... we're a
different culture.


""Managed Care"" relies on HMO's, which are unknown in most western
nations that use only public health insurance like Canada, France
and Germany (I'm Canadian, and my German father-in-law-to-be says
of HMO/NHS approaches, ""We left that behind with East Germany!"").
Sure, HMO/NHS controls costs because you have managers strangling
doctors with budget strings.

In Canada, we use the public health insurance approach as in France
and Germany, with all private doctors and both private and public
hospitals.  It is all pure insurance without HMO's.  The divisions
are different, with the Germans using a couple hundred interlinked
""sickness funds"" over a century old while Canada divides by their
provinces (who run the insurance fund and set local fees with the
doctors monopoly; federal funds cover the fees disbursed.)

With such an open-ended system, it's no surprise that Canada is #2 to
the U.S. in costs; all-insurance is the most expensive way to go. The
French and Germans use the same approach but have larger populations
in more compact geography to improve scales of economy.

gld",rec.sport.baseball
"Do all those who are saying the government is responsible for the death
of those in the compound also say that the Isrealis are responsible
for the death of the Isreali athletes at the Olympics? Hey, the
Palestinians and the Dividians COULD have given up peacefully ('yeah,
and monkey could fly out my butt' - Wayne).",rec.sport.baseball
"Can anyone point me to a cross compiler and/or assembler for the Motorola
68008, hosted by a PC compatible.  Preferable Free or Shareware.  

Also does anyone know of a GNU CC port to this chip.",alt.atheism
"Hi all,
 I've been following this thread about jacob's ladder for a few weeks and I
happened to come across one of the best project books that I've seen in a 
while.  The book ""Gadgeteer's Goldmine"" by Gordon McComb offers over 55 
excellent low cost projects including: Jacob's Ladder, tesla coils, plasma 
spheres, a Van de Graaff generator, robots, an IR scope, and several laser 
projects.  The instructions come with complete part lists, warnings and 
diagrams.  For those of you who are interested in building any of the above 
listed projects, you should seriously consider getting this book.  The 
paperback version is only $19.95 too.

For those who want more information:
Title: Gadgeteer's Goldmine!  55 Space-Age Projects
Auth:  Gordon McComb
Pub:   TAB Books
CW:    1990
ISBN:  0-8306-8360-7
	0-8306-3360-X (paperback)
 Price: $19.95 (paperback)

 -Scott",alt.atheism
"
morgan and guzman will have era's 1 run higher than last year, and
 the cubs will be idiots and not pitch harkey as much as hibbard.
 castillo won't be good (i think he's a stud pitcher)",talk.politics.misc
"
)Do you know what frequencies chanels 17 to 19 use and what is usually 
)allocated to those frequencies for broadcast outside of cable?

17 is air comm.
18 is amateur
19 is business and public service
",alt.atheism
"I'm looking for any and all information regarding packet radio
implementation on the PC.  Software, hardware, whatever.

Please e-mail any info to koberg@spot.colorado.edu.",alt.atheism
